county,transport,birthcert,work,lost,disability,family,applied,other,identifier,age,black,latino,asian,other_race,relocation,id_capable,hardship,female,white
HIDALGO,0,0,0,1,0,0,0,0,HIDALGO-636,49,0,1,0,0,0,1,0,0,0
HIDALGO,0,0,1,0,0,0,0,0,HIDALGO-637,NA,0,0,0,0,0,0,1,0,1
HIDALGO,0,0,0,0,0,0,0,0,HIDALGO-638,NA,0,1,0,0,0,0,1,1,0
HOCKLEY,0,0,0,0,1,0,0,0,HOCKLEY-1,NA,0,0,0,0,0,0,1,0,1
HOCKLEY,1,1,0,0,1,0,0,0,HOCKLEY-2,23,0,0,0,0,0,0,1,0,1
HOCKLEY,1,0,0,1,0,0,0,0,HOCKLEY-3,72,0,0,0,0,0,1,0,1,1
HOCKLEY,0,0,0,0,0,0,0,0,HOCKLEY-4,44,1,0,0,0,0,0,1,1,0
HOCKLEY,0,0,0,0,0,0,0,0,HOCKLEY-5,56,0,1,0,0,0,0,1,1,0
HOCKLEY,0,0,0,0,0,0,0,0,HOCKLEY-6,40,0,0,0,0,0,0,1,0,1
HOCKLEY,0,0,0,0,0,0,0,0,HOCKLEY-7,NA,0,0,0,0,0,0,1,0,1
HOCKLEY,0,0,0,0,0,0,0,0,HOCKLEY-8,36,0,0,0,0,0,0,1,NA,1
HOCKLEY,0,1,0,0,0,0,0,0,HOCKLEY-9,53,0,1,0,0,0,0,1,0,0
HOOD,0,0,1,0,0,0,0,0,HOOD-1,49,0,0,0,0,0,0,1,NA,1
HOOD,0,0,0,1,0,0,1,0,HOOD-2,19,0,0,0,0,1,1,0,1,1
HOOD,0,0,0,0,0,0,0,1,HOOD-3,73,0,0,0,0,0,0,0,1,1
HOOD,0,0,1,0,0,0,0,0,HOOD-4,38,0,0,0,0,0,0,1,1,1
HOOD,0,0,0,1,0,0,0,0,HOOD-5,17,0,0,0,0,0,1,0,1,1
HOOD,0,1,0,0,0,0,0,0,HOOD-6,76,0,0,0,0,0,0,1,0,1
HOOD,0,0,0,1,0,0,0,0,HOOD-7,80,0,0,0,0,0,1,0,1,1
HOOD,0,0,0,1,0,0,0,0,HOOD-8,55,0,0,0,0,0,1,0,1,1
HOOD,0,0,0,1,0,0,0,0,HOOD-9,66,0,0,0,0,0,1,0,1,1
HOOD,0,0,0,1,0,0,0,1,HOOD-10,67,0,0,0,0,0,1,0,0,1
HOOD,0,0,0,1,0,0,0,0,HOOD-11,30,0,0,0,0,0,1,0,NA,1
HOOD,0,0,0,1,0,0,0,0,HOOD-12,62,0,0,0,0,0,1,0,1,1
HOOD,0,0,0,1,0,0,0,0,HOOD-13,NA,0,0,0,0,0,1,0,0,1
HOOD,0,0,0,0,0,0,0,1,HOOD-14,11,0,0,0,0,0,0,0,0,1
HOOD,0,0,0,1,0,0,0,0,HOOD-15,33,0,0,0,0,0,1,0,0,1
HOOD,0,0,0,0,0,0,0,0,HOOD-16,80,0,0,0,0,1,0,0,1,1
HOOD,0,0,0,1,0,0,0,0,HOOD-17,11,0,0,0,0,1,1,0,1,1
HOOD,1,0,0,0,0,0,0,0,HOOD-18,42,0,0,0,0,0,0,1,1,1
HOOD,0,0,0,1,1,0,0,0,HOOD-19,82,0,0,0,0,0,1,0,1,1
HOOD,0,0,0,1,0,0,0,0,HOOD-20,NA,0,0,0,0,0,1,0,0,1
HOOD,1,0,0,0,0,0,0,0,HOOD-21,61,0,0,0,0,0,0,1,0,1
HOOD,0,0,0,1,0,0,0,0,HOOD-22,64,0,0,0,0,0,1,0,1,1
HOOD,0,1,0,0,0,0,0,0,HOOD-23,NA,0,0,0,0,0,0,1,NA,1
HOOD,0,0,0,0,0,0,0,1,HOOD-24,64,0,0,0,0,0,0,0,1,1
HOOD,0,1,0,0,0,0,0,0,HOOD-25,76,0,0,0,0,0,0,1,1,1
HOOD,0,0,1,0,0,0,0,0,HOOD-26,29,0,0,0,0,0,0,1,0,1
HOOD,0,0,0,1,0,0,0,0,HOOD-27,22,0,0,0,0,0,1,0,1,1
HOOD,0,0,0,1,0,0,0,0,HOOD-28,52,0,0,0,0,0,1,0,1,1
HOOD,0,0,0,0,0,0,0,1,HOOD-29,31,0,0,0,0,1,0,0,0,1
HOOD,0,0,0,0,0,1,0,0,HOOD-30,29,0,0,0,0,0,0,1,1,1
HOOD,0,0,0,1,0,0,0,0,HOOD-31,61,0,0,0,0,0,1,0,1,1
HOOD,0,0,0,1,0,0,0,0,HOOD-32,67,0,0,0,0,0,1,0,0,1
HOOD,0,0,0,1,0,0,0,0,HOOD-33,23,0,0,0,0,0,1,0,1,1
HOOD,0,0,0,1,0,0,0,0,HOOD-34,30,0,0,0,0,0,1,0,0,1
HOOD,0,0,0,1,0,0,0,0,HOOD-35,38,0,0,0,0,0,1,0,0,1
HOOD,0,0,0,1,0,0,0,0,HOOD-36,59,0,0,0,0,0,1,0,0,1
HOPKINS,0,0,0,1,0,0,0,0,HOPKINS-1,13,0,0,0,0,0,1,0,1,1
HOPKINS,0,0,0,1,0,0,0,0,HOPKINS-2,15,0,1,0,0,0,1,0,0,0
HOPKINS,1,1,0,0,1,0,0,0,HOPKINS-3,46,0,1,0,0,0,0,1,1,0
HOUSTON,0,0,0,1,0,0,0,0,HOUSTON-1,35,1,0,0,0,0,1,0,1,0
HOUSTON,0,0,0,0,0,0,0,1,HOUSTON-2,50,0,0,0,0,0,0,1,0,1
HOWARD,0,0,0,0,0,0,0,1,HOWARD-1,18,0,0,0,0,1,0,0,0,1
HOWARD,0,0,0,0,1,0,0,0,HOWARD-2,32,1,0,0,0,0,0,1,1,0
HOWARD,0,0,0,0,0,0,0,1,HOWARD-3,40,0,0,0,0,1,0,0,1,1
HOWARD,0,0,0,1,0,0,0,0,HOWARD-4,68,0,1,0,0,0,1,0,0,0
HOWARD,0,0,0,0,0,0,0,1,HOWARD-5,46,0,0,0,0,1,0,0,0,1
HOWARD,0,0,0,0,0,0,0,1,HOWARD-6,20,0,0,0,0,0,0,1,1,1
HOWARD,1,0,0,0,0,0,0,0,HOWARD-7,50,0,0,0,0,0,0,1,0,1
HOWARD,0,0,0,0,0,0,0,1,HOWARD-8,64,0,0,0,0,1,0,0,1,1
HOWARD,0,0,0,1,0,0,0,0,HOWARD-9,42,0,1,0,0,0,1,0,0,0
HOWARD,0,0,0,0,0,0,0,1,HOWARD-10,46,0,0,0,0,1,0,0,0,1
HOWARD,0,0,0,1,0,0,0,0,HOWARD-11,62,0,0,0,0,0,1,0,1,1
HUNT,0,0,0,0,1,0,0,0,HUNT-1,24,0,0,0,0,0,0,1,0,1
HUNT,0,0,0,1,0,0,0,0,HUNT-2,34,0,0,0,0,0,1,0,1,1
HUNT,0,0,0,1,0,0,0,0,HUNT-3,45,0,0,0,0,0,1,0,1,1
HUNT,0,0,0,0,1,0,0,0,HUNT-4,52,0,0,0,0,0,0,1,0,1
HUNT,0,0,0,1,0,0,0,0,HUNT-5,24,0,0,0,0,0,1,0,1,1
HUNT,0,0,0,1,0,0,0,0,HUNT-6,46,0,0,0,0,0,1,0,0,1
HUNT,0,0,0,0,1,0,0,0,HUNT-7,41,0,0,0,0,0,0,1,1,1
HUNT,0,0,0,0,0,0,0,0,HUNT-8,53,0,1,0,0,0,0,1,1,0
HUNT,0,0,0,0,1,0,0,0,HUNT-9,44,0,0,0,0,0,0,1,1,1
HUNT,0,0,0,0,0,0,1,0,HUNT-10,31,0,1,0,0,1,0,0,0,0
HUNT,1,0,0,0,0,0,0,0,HUNT-11,50,0,0,0,0,0,0,1,0,1
HUNT,0,0,0,1,0,0,0,0,HUNT-12,63,0,0,0,0,0,1,0,0,1
HUNT,0,0,0,1,0,0,0,0,HUNT-13,15,0,0,0,0,0,1,0,1,1
HUNT,0,0,0,0,0,0,1,0,HUNT-14,35,0,0,0,0,1,0,0,0,1
HUNT,0,0,0,0,0,0,0,0,HUNT-15,50,0,0,0,0,0,0,1,0,1
HUNT,1,1,0,0,0,0,0,0,HUNT-16,55,0,0,0,0,0,0,1,1,1
HUNT,0,0,0,0,1,0,0,0,HUNT-17,72,0,0,0,0,0,0,1,1,1
HUNT,1,0,0,0,0,1,0,0,HUNT-18,12,0,0,0,0,0,0,1,1,1
HUNT,0,0,0,1,0,0,0,0,HUNT-19,74,0,0,0,0,0,1,0,1,1
HUNT,0,0,1,0,0,0,0,0,HUNT-20,30,1,0,0,0,0,0,1,1,0
HUNT,0,0,0,1,0,0,0,0,HUNT-21,13,0,0,0,0,0,1,0,1,1
HUNT,0,0,0,0,0,0,0,1,HUNT-22,45,0,0,0,1,1,0,0,1,0
HUNT,0,0,0,0,0,0,0,1,HUNT-23,21,0,0,0,0,1,0,0,0,1
HUNT,0,0,0,0,1,0,0,0,HUNT-24,75,0,0,0,0,0,0,1,1,1
HUNT,0,0,0,0,0,0,0,1,HUNT-25,76,0,0,0,0,0,1,0,1,1
HUNT,0,0,0,0,0,0,0,1,HUNT-26,44,0,0,0,0,1,0,0,1,1
HUNT,0,0,0,0,0,0,0,1,HUNT-27,52,0,0,0,0,0,1,0,1,1
HUNT,0,0,0,1,0,0,0,0,HUNT-28,12,0,0,0,0,0,1,0,1,1
HUNT,0,1,0,0,0,0,0,0,HUNT-29,11,0,0,0,0,0,0,1,1,1
HUNT,0,0,0,0,0,1,0,0,HUNT-30,29,0,0,0,0,0,0,1,1,1
HUNT,0,1,0,0,0,0,0,0,HUNT-31,34,0,0,0,0,0,0,1,1,1
HUNT,0,0,0,0,0,0,0,0,HUNT-32,58,0,0,0,0,0,0,1,0,1
HUNT,0,0,0,1,0,0,0,0,HUNT-33,24,0,1,0,0,0,1,0,1,0
HUTCHINSON,0,0,0,0,0,0,0,1,HUTCHINSON-1,77,0,0,0,0,0,1,0,1,1
HUTCHINSON,0,0,0,0,0,0,0,1,HUTCHINSON-2,16,0,0,0,0,0,1,0,1,1
HUTCHINSON,0,0,0,0,0,0,0,1,HUTCHINSON-3,80,0,0,0,0,0,0,0,1,1
HUTCHINSON,0,0,0,0,0,0,0,1,HUTCHINSON-4,13,0,0,0,0,1,0,0,1,1
HUTCHINSON,0,0,0,0,0,0,0,1,HUTCHINSON-5,69,0,0,0,0,0,1,0,1,1
HUTCHINSON,0,0,0,0,0,0,0,1,HUTCHINSON-6,64,0,0,0,0,0,0,0,NA,1
HUTCHINSON,0,0,0,0,0,0,1,1,HUTCHINSON-7,61,0,0,0,0,1,0,0,1,1
HUTCHINSON,0,0,0,0,0,0,0,1,HUTCHINSON-8,66,0,0,0,0,0,0,0,1,1
HUTCHINSON,0,0,0,0,0,0,0,1,HUTCHINSON-9,57,0,0,0,0,0,0,0,1,1
HUTCHINSON,0,0,0,0,0,0,0,1,HUTCHINSON-10,71,0,0,0,0,0,0,0,1,1
HUTCHINSON,0,0,0,0,0,0,0,1,HUTCHINSON-11,18,0,0,0,0,0,0,1,1,1
HUTCHINSON,0,0,0,0,0,0,0,1,HUTCHINSON-12,22,0,0,0,0,0,1,0,0,1
HUTCHINSON,0,0,0,0,0,0,0,1,HUTCHINSON-13,NA,0,0,0,0,1,0,0,0,1
HUTCHINSON,0,0,0,0,0,0,0,1,HUTCHINSON-14,76,0,0,0,0,0,0,1,1,1
HUTCHINSON,0,0,0,0,0,0,0,1,HUTCHINSON-15,NA,0,0,0,0,0,0,1,0,1
HUTCHINSON,0,0,0,1,0,0,0,0,HUTCHINSON-16,29,0,1,0,0,0,1,0,0,0
JACKSON,0,0,0,1,0,0,0,0,JACKSON-1,79,0,0,0,0,0,1,0,0,1
JASPER,0,0,0,0,1,0,0,0,JASPER-1,44,1,0,0,0,0,0,1,1,0
JASPER,0,0,0,1,0,0,0,0,JASPER-2,24,1,0,0,0,0,1,0,1,0
JASPER,0,0,0,0,0,0,0,1,JASPER-3,19,0,0,0,0,0,0,1,0,1
JASPER,0,0,0,0,1,0,0,0,JASPER-4,60,1,0,0,0,0,0,1,1,0
JASPER,0,0,0,1,0,0,0,0,JASPER-5,25,0,0,0,0,0,1,0,0,1
JASPER,0,0,0,0,0,0,0,1,JASPER-6,12,1,0,0,0,0,0,0,NA,0
JASPER,0,0,0,1,0,0,0,0,JASPER-7,75,0,0,0,0,0,1,0,1,1
JASPER,0,0,0,1,0,0,0,0,JASPER-8,70.5,0,0,0,0,0,1,0,1,1
JASPER,0,0,0,1,0,0,0,0,JASPER-9,32,0,0,0,0,0,1,0,1,1
JASPER,0,0,0,0,1,0,0,0,JASPER-10,50,0,0,0,0,0,0,1,0,1
JASPER,0,0,1,0,0,0,0,0,JASPER-11,23,0,0,0,0,0,0,1,0,1
JASPER,0,0,0,0,1,0,0,0,JASPER-12,88,0,0,0,0,0,0,1,1,1
JEFF DAVIS,1,0,0,0,0,0,0,0,JEFF DAVIS-1,13,0,0,0,0,0,0,1,0,1
JEFF DAVIS,1,0,0,0,0,0,0,0,JEFF DAVIS-2,84,0,0,0,0,0,0,1,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-1,110,1,0,0,0,0,1,0,1,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-2,12,1,0,0,0,0,1,0,1,0
JEFFERSON,0,0,0,1,0,0,1,0,JEFFERSON-3,41,1,0,0,0,1,1,0,1,0
JEFFERSON,1,1,1,1,0,0,0,0,JEFFERSON-4,50,1,0,0,0,0,1,0,0,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-5,26,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-6,20,1,0,0,0,0,1,0,0,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-7,11,1,0,0,0,0,0,0,1,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-8,40,1,0,0,0,0,0,0,1,0
JEFFERSON,0,1,0,0,0,0,0,0,JEFFERSON-9,11,0,0,0,0,0,0,1,1,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-10,11,1,0,0,0,1,0,0,0,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-11,60,1,0,0,0,1,0,0,1,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-12,62,0,0,0,0,0,1,0,1,1
JEFFERSON,1,0,0,0,0,0,0,0,JEFFERSON-13,71,0,1,0,0,0,0,1,0,0
JEFFERSON,1,0,0,0,0,0,0,0,JEFFERSON-14,70,0,1,0,0,0,0,1,1,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-15,53,1,0,0,0,0,1,0,1,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-16,46,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-17,64,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-18,17,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-19,48,0,0,0,0,0,0,0,1,1
JEFFERSON,0,0,0,0,1,0,0,0,JEFFERSON-20,78,0,0,0,0,0,0,1,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-21,69,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-22,74,0,0,0,0,1,0,0,0,1
JEFFERSON,0,0,0,0,0,0,0,0,JEFFERSON-23,58,0,0,0,0,0,0,1,0,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-24,58,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-25,55,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-26,56,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-27,48,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-28,82,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,1,0,0,0,0,0,JEFFERSON-29,35,0,0,0,0,0,0,1,0,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-30,45,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-31,25,0,0,0,1,0,1,0,0,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-32,58,0,0,0,0,0,1,0,0,1
JEFFERSON,1,0,0,1,0,0,0,0,JEFFERSON-33,49,1,0,0,0,0,1,0,1,0
JEFFERSON,1,0,0,0,0,0,0,0,JEFFERSON-34,12,1,0,0,0,0,0,1,1,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-35,64,0,0,0,0,0,1,0,1,1
JEFFERSON,1,0,0,0,0,0,0,0,JEFFERSON-36,11,1,0,0,0,0,0,1,1,0
JEFFERSON,1,0,0,0,0,0,0,0,JEFFERSON-37,11,0,1,0,0,0,0,1,1,0
JEFFERSON,1,0,0,0,0,0,0,0,JEFFERSON-38,12,0,1,0,0,0,0,1,1,0
JEFFERSON,0,0,0,0,0,0,0,0,JEFFERSON-39,44,1,0,0,0,0,0,1,0,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-40,32,0,1,0,0,1,0,0,1,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-41,50,1,0,0,0,0,1,0,0,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-42,36,1,0,0,0,0,0,0,0,0
JEFFERSON,0,0,0,0,1,0,0,0,JEFFERSON-43,73,1,0,0,0,0,0,1,0,0
JEFFERSON,1,0,0,0,0,0,0,0,JEFFERSON-44,82,1,0,0,0,0,0,1,1,0
JEFFERSON,1,0,0,0,0,0,0,0,JEFFERSON-45,13,0,0,0,1,0,0,1,0,0
JEFFERSON,1,0,0,0,0,0,0,0,JEFFERSON-46,11,1,0,0,0,0,0,1,0,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-47,73,0,1,0,0,0,1,0,NA,0
JEFFERSON,0,0,0,0,1,0,0,0,JEFFERSON-48,77,0,0,0,0,0,0,1,1,1
JEFFERSON,0,0,0,0,0,0,1,0,JEFFERSON-49,11,1,0,0,0,1,0,0,0,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-50,77,0,0,0,0,0,0,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-51,30,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-52,45.5,1,0,0,0,0,1,0,1,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-53,52,0,0,0,0,0,0,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-54,83,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-55,64,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-56,24,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-57,72,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-58,53,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,0,0,0,1,0,JEFFERSON-59,58,1,0,0,0,1,0,0,0,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-60,55,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-61,26,0,0,0,0,1,0,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-62,47,1,0,0,0,0,1,0,1,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-63,58,1,0,0,0,0,1,0,1,0
JEFFERSON,0,0,0,0,1,0,0,0,JEFFERSON-64,59,1,0,0,0,0,0,1,1,0
JEFFERSON,0,0,0,0,0,1,0,0,JEFFERSON-65,66,1,0,0,0,0,0,1,1,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-66,72,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,0,0,0,1,0,JEFFERSON-67,27,0,0,0,0,1,0,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-68,67,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,0,1,0,0,0,JEFFERSON-69,42,0,0,0,0,0,0,1,0,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-70,76,0,0,0,0,1,0,0,1,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-71,22,0,0,0,0,1,0,0,0,1
JEFFERSON,0,0,0,0,1,0,0,0,JEFFERSON-72,48,1,0,0,0,0,0,1,1,0
JEFFERSON,0,1,0,0,0,0,0,0,JEFFERSON-73,45,1,0,0,0,0,0,1,0,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-74,NA,0,0,0,0,0,1,0,1,1
JEFFERSON,0,1,0,1,1,1,0,0,JEFFERSON-75,55,1,0,0,0,0,1,0,0,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-76,18,1,0,0,0,0,1,0,0,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-77,46,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-78,19,1,0,0,0,0,1,0,0,0
JEFFERSON,0,0,0,0,0,1,0,1,JEFFERSON-79,21,0,0,0,0,1,0,0,NA,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-80,16,1,0,0,0,0,1,0,1,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-81,84,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-82,NA,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-83,74,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-84,32,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,0,1,0,0,0,JEFFERSON-85,61,0,0,0,0,0,0,1,1,1
JEFFERSON,0,0,0,0,1,0,0,0,JEFFERSON-86,37,0,0,0,0,0,0,1,0,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-87,31,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,0,1,0,0,0,JEFFERSON-88,40,1,0,0,0,0,0,1,0,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-89,17,1,0,0,0,0,1,0,1,0
JEFFERSON,1,0,0,0,0,0,0,0,JEFFERSON-90,11,1,0,0,0,0,0,1,0,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-91,40,0,0,0,0,0,0,0,0,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-92,51,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,1,0,0,0,0,0,JEFFERSON-93,43,0,0,0,0,0,0,1,1,1
JEFFERSON,0,0,1,0,0,0,0,0,JEFFERSON-94,29,0,0,0,0,0,0,1,1,1
JEFFERSON,0,0,1,0,0,0,0,0,JEFFERSON-95,15,1,0,0,0,0,0,1,1,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-96,NA,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-97,72,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-98,26,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,0,0,1,0,0,JEFFERSON-99,17,0,1,0,0,0,0,1,1,0
JEFFERSON,0,0,1,0,0,0,0,0,JEFFERSON-100,25,0,1,0,0,0,0,1,0,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-101,16,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-102,53,1,0,0,0,0,1,0,1,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-103,49,1,0,0,0,0,1,0,1,0
JEFFERSON,1,0,0,1,0,0,0,0,JEFFERSON-104,19,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-105,62,1,0,0,0,0,0,0,1,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-106,29,1,0,0,0,0,1,0,1,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-107,26,1,0,0,0,0,1,0,1,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-108,48,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,0,0,0,0,0,JEFFERSON-109,41,0,0,0,0,0,0,1,0,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-110,12,1,0,0,0,0,1,0,1,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-111,19,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-112,16,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-113,23,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-114,41,1,0,0,0,0,0,0,0,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-115,12,1,0,0,0,0,0,0,NA,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-116,51.5,0,0,0,0,0,0,0,1,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-117,79,0,0,0,0,0,0,0,1,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-118,19,0,0,0,0,0,0,1,0,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-119,20,0,0,0,0,1,0,0,0,1
JEFFERSON,1,0,0,0,1,0,0,0,JEFFERSON-120,58,0,0,0,0,0,0,1,0,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-121,13,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-122,13,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-123,12,0,1,0,0,0,1,0,1,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-124,49,1,0,0,0,0,1,0,0,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-125,12,0,0,0,0,0,0,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-126,22,0,0,0,0,0,1,0,1,1
JEFFERSON,0,0,1,0,0,0,0,0,JEFFERSON-127,22,0,0,0,0,0,0,1,0,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-128,24,0,0,0,0,1,0,0,0,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-129,12,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-130,61,1,0,0,0,0,0,0,1,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-131,21,0,1,0,0,0,1,0,1,0
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-132,NA,0,0,0,0,0,1,0,0,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-133,46,0,0,0,0,1,0,0,1,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-134,12,0,0,0,0,0,0,0,0,1
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-135,59,0,0,0,0,1,0,0,0,1
JEFFERSON,0,0,0,0,1,0,0,0,JEFFERSON-136,73,0,0,0,0,0,0,1,1,1
JEFFERSON,0,1,0,0,0,0,0,0,JEFFERSON-137,51,1,0,0,0,0,0,1,1,0
JEFFERSON,0,0,0,0,0,0,0,1,JEFFERSON-138,59,0,0,0,0,1,0,0,1,1
JEFFERSON,0,0,0,1,0,0,0,0,JEFFERSON-139,54,0,0,0,0,0,1,0,0,1
